District,Seat,Constituency_title,Candidate_Name,Party
Hangu,Hangu,NA-33,Khial Zaman,Pakistan Tehreek-e-losaf
Hangu,Hangu,NA-33,Rangeen Khan,Independent
Hangu,Hangu,NA-33,Sultan Akbar,Independent
Hangu,Hangu,NA-33,Sved Haider,Awami National Party
Hangu,Hangu,NA-33,Atiq Ur Rehman,MUTTHIDA MAJLIS  E Amal
Hangu,Hangu,NA-33,Muhammad Imran,Independent
Hangu,Hangu,NA-33,Muhammad Imran,lndependent
Hangu,Hangu,NA-33,Malak Riaz Bangash,lndependent
Karak,Karak,NA-34,Ikhtiar Gul,lndependent
Karak,Karak,NA-34,AltafQadir,lndependent
Karak,Karak,NA-34,TauseefRazique,lndependent
Karak,Karak,NA-34,Haseeb Ahmad Afaqi,Pakistan Muslim League
Karak,Karak,NA-34,Hameed Ullah Khan,Independent
Karak,Karak,NA-34,Zeeshan Ahmad,lndependent
Karak,Karak,NA-34,Rehmat Salam Khattak,Pakistan Muslim League (N)
Karak,Karak,NA-34,Saad Ullah Khan Khattak,lndependent
Karak,Karak,NA-34,Shakir Zeeshan Khattak,Pakistan Justice & Democratic Party
Karak,Karak,NA-34,Shahid Ahmad,Pakistan Tehreek-e-lnsaf
Karak,Karak,NA-34,Shah Abdul Aziz,Jamiat Ulama-e-Islam
Karak,Karak,NA-34,Shams ur Rehman Khattak,lndependent
Karak,Karak,NA-34,Zafar Mehmood,Independent
Karak,Karak,NA-34,Usman Ghani,Independent
Karak,Karak,NA-34,Aziz Khan,Independent
Karak,Karak,NA-34,Imaad Azam,Independent
Karak,Karak,NA-34,Gul Sahib Khan,Independent
Karak,Karak,NA-34,Mir Zakim Khan,MUTTHIDA MAJLIS E Amal
Karak,Karak,NA-34,Nawabzada Mohsin A? Khan,Pakistan Peoples Party Parlimentarian
Bannu,Bannu,NA-35,Amin Ullah,Pakistan Rah-e-Haq PartY
Bannu,Bannu,NA-35,Islam Noor,Jamiat-e-Ulma Islam
Bannu,Bannu,NA-35,Akram Khan Durrani,Mutahidda Majlis E Amal
Bannu,Bannu,NA-35,Inam Ullah,Pakistan Justice And Democratic Party
Bannu,Bannu,NA-35,Hammid Shah,Independent
Bannu,Bannu,NA-35,Syeda Yasmin Safdar,Pakistan Peoples Party Parlimentarian
Bannu,Bannu,NA-35,Safdar Iqbal Shah,lndependent
Bannu,Bannu,NA-35,Abdul Sammad Khan,Pak Sarzameen PartY
Bannu,Bannu,NA-35,Imran Ahmed Khan Niazi,Pakistan teheek-e-Insaf
Bannu,Bannu,NA-35,Liaquat Ali Khan,All Pakistan Muslim League
Bannu,Bannu,NA-35,Muhamad Usman Ali Khan,Independent
Bannu,Bannu,NA-35,wali Dad Khan,Pakistan Aman Tehreek.
Lakki Marwat,Lakki marwat,NA-36,Ashraf Ali Khan,lndapendent
Lakki Marwat,Lakki marwat,NA-36,Ashfaq Ahmed Khan,Pakistan Tehreek-e-Insaaf
Lakki Marwat,Lakki marwat,NA-36,Amir Nawaz Khan,lndependent
Lakki Marwat,Lakki marwat,NA-36,Inam Ullah,Pakistan Peoples Party Parlimentarian
Lakki Marwat,Lakki marwat,NA-36,Haji Jamil,Independent
Lakki Marwat,Lakki marwat,NA-36,Sher Afzal Khan,Independent
Lakki Marwat,Lakki marwat,NA-36,Abdul Hayat,Independent
Lakki Marwat,Lakki marwat,NA-36,Abdullah,PMAP
Lakki Marwat,Lakki marwat,NA-36,Aziz Khan,Independent
Lakki Marwat,Lakki marwat,NA-36,Imran Nawab,Independent
Lakki Marwat,Lakki marwat,NA-36,Gul Razan Shah,Independent
Lakki Marwat,Lakki marwat,NA-36,Muhammad Idrees Khan,Independent
Lakki Marwat,Lakki marwat,NA-36,Muhammad Anwar,MMA
Lakki Marwat,Lakki marwat,NA-36,Muhammad Ali,Tehreek Labbaik Pakistan
Lakki Marwat,Lakki marwat,NA-36,Mansoor Kamal Marwat,independent
Lakki Marwat,Lakki marwat,NA-36,Najeeb Ullah ,independent
Lakki Marwat,Lakki marwat,NA-36,Naseem Ullah,independent
Tank,Tank,NA-37,Ahrnad Habibullah Khall Kundi,independent
Tank,Tank,NA-37,Asad Mehmood,Mutahidda Majlis E Amal
Tank,Tank,NA-37,Habib Ullah Khan,Pakistan Tehreek-eJnsaf
Tank,Tank,NA-37,Dawar Khan Kundi,Independent
Tank,Tank,NA-37,Saeed Ahmad,independent
Tank,Tank,NA-37,Sami Ullah Khan Burki,Pakislan Muslim League
Tank,Tank,NA-37,Ubaid UR Rehman,independent
Tank,Tank,NA-37,Ghulam Badshah,independent
Tank,Tank,NA-37,Falsal Karim,independent
Tank,Tank,NA-37,Muhammad Ayub Khan,independent
Tank,Tank,NA-37,Muhammad Ramzan,independent
Tank,Tank,NA-37,Nawabzada Saadat Khan,independent
Tank,Tank,NA-37,Waqar Ahmad Khan,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Ahmad Kundi,Independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Akhtar Saeed,Pakistan Muslim League
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Choudary Siraj,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Hafeez ullah,Tehreek Labbaik Pakistan
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Hameedullah Khan Qadri,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Syed Hasnain Mohammad Gillani,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Ubaid Ur Rchman,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Ali Amin ?han,Pakistan Tehreek-e-lnsaf
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Fazal Ur Rehman,MUTTHlDA MAJLIS E Amal 
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Faisal Karim Kundi,Pakistan Peoples Party Parlimentarian
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Muhammad Ali Raza,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Makhdum Syed Murid KAzim Shah,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Waqar Ahmad Khan,independent
Dera Ismail Khan,Dera Ismail Khan-1,NA-38,Muhammad Ali Raza,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Ehtasham U? ah Khan,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Alhaj Sardar Umar Farooq KIan,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Obaid ur Rehman,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Irfan Ullah Khan,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Asmat Ullah,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Faisal Karim Kundi,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Qaizar Khan,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Muhamad Aftab  Inayat,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Qaizar Khan,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Muhamad Akbar Khan,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Muhammad Amir,independent
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Muhammad Maqbool,Aman Tarakki Party
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Muhammad Yaqoob Sheikh,Pakistan teheek-e-Insaf
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Naurang Khan,Pakistan Peoples Party Parlimentarian
Dera Ismail Khan,Dera Ismail Khan-2,NA-39,Waqar Ahmad Khan,Independent
Tribal Area,Tribal Area-1,NA-40,Israr Ud Din Khan,independent
Tribal Area,Tribal Area-1,NA-40,Javid Miandad,independent
Tribal Area,Tribal Area-1,NA-40,sardar Khan,independent
Tribal Area,Tribal Area-1,NA-40,Syed Ablln Zada Chattan,Pakistan Peoples Party Parlimentarian
Tribal Area,Tribal Area-1,NA-40,Said Badshah,independent
Tribal Area,Tribal Area-1,NA-40,Shoukat Ullah,independent
Tribal Area,Tribal Area-1,NA-40,Gul Afzal,Awami National Party
Tribal Area,Tribal Area-1,NA-40,Gul Dad Khan,Pakistan Tehreek-e'lnsaf
Tribal Area,Tribal Area-1,NA-40,Muhammad Israr,Paksarzameen Party
Tribal Area,Tribal Area-1,NA-40,Muhammad Asghar,Pashtoonkhwa Milli Awami Party
Tribal Area,Tribal Area-1,NA-40,Muhamad Akbar Khan,Pakistan Muslim Lrague
Tribal Area,Tribal Area-1,NA-40,Muambar Khan,lndependent
Tribal Area,Tribal Area-1,NA-40,Naseer Khan,Qaumi Watan Party
Tribal Area,Tribal Area-1,NA-40,Hiday Ullah Khan,lndependent
Tribal Area,Tribal Area-2,NA-41,Hafeez Ur Rahman,lndependent
Tribal Area,Tribal Area-2,NA-41,Sultan Zcb Khan,Independent
Tribal Area,Tribal Area-2,NA-41,Sved Akhun Zada Chattaan,Pakistan Peoples Party Parlimentarian
Tribal Area,Tribal Area-2,NA-41,Sultan Zcb Khan,Independent
Tribal Area,Tribal Area-2,NA-41,Shahab Ud Din Khan,Independent
Tribal Area,Tribal Area-2,NA-41,Shcr Ahmad,Independent
Tribal Area,Tribal Area-2,NA-41,Salah Ud Din,Allah o Akbar Tehreck
Tribal Area,Tribal Area-2,NA-41,Abdur Rasheed,MUTTHIDA MAJLIS E Amal
Tribal Area,Tribal Area-2,NA-41,Abdul Majeed,lndependent
Tribal Area,Tribal Area-2,NA-41,Gul Zada,Awami National Party
Tribal Area,Tribal Area-2,NA-41,Gul ZaFar Khan,Pakistan Tehreek-e-lnsaf
Tribal Area,Tribal Area-2,NA-41,Muhammad Ayaz,Independent
Tribal Area,Tribal Area-2,NA-41,Waheed Zaman,Pak Sarzameen Party
Tribal Area,Tribal Area-3,NA-42,Ihsan Ullah,Jamiat Ulama-e-Islam
Tribal Area,Tribal Area-3,NA-42,Israil,Pakistan Peoples Party Parlimentarian
Tribal Area,Tribal Area-3,NA-42,Bilal Rahman,Independent
Tribal Area,Tribal Area-3,NA-42,Khandad,Independent
Tribal Area,Tribal Area-3,NA-42,Zar Khan,Independent
Tribal Area,Tribal Area-3,NA-42,Sajid Khan,Pakistan Tehreek-e-lnsaf
Tribal Area,Tribal Area-3,NA-42,Shah Khalid,Independent
Tribal Area,Tribal Area-3,NA-42,Khandad,Independent
Tribal Area,Tribal Area-3,NA-42,Shafi Ullah,Independent
Tribal Area,Tribal Area-3,NA-42,Abbas Ur Rahman,Independent
Tribal Area,Tribal Area-3,NA-42,Abdur Rahman,Independent
Tribal Area,Tribal Area-3,NA-42,Muhammad lqrar Khan,MuTTHIDA MAJLIS E Amal
Tribal Area,Tribal Area-3,NA-42,Muhammad Saeed,Independent
Tribal Area,Tribal Area-3,NA-42,Mustafa Khan,Qaumi Watan Party
Tribal Area,Tribal Area-3,NA-42,Malak Abdur Rahman,Independent
Tribal Area,Tribal Area-3,NA-42,Nisar Ahmad,Awami National Party
Tribal Area,Tribal Area-4,NA-42,Naveed Ali,Independent
Tribal Area,Tribal Area-4,NA-43,Alhai Shah Jee Gul Afridi,Independent
Tribal Area,Tribal Area-4,NA-43,Hazrat Wali,Pakistan Peoples Party Parlimentarian
Tribal Area,Tribal Area-4,NA-43,Daulat Shah,Pakistan Justice & Party
Tribal Area,Tribal Area-4,NA-43,Zar Noor Afridi,Independent
Tribal Area,Tribal Area-4,NA-43,Sardar Azam,Muslim League
Tribal Area,Tribal Area-4,NA-43,Saida Jan,Awami National Party
Tribal Area,Tribal Area-4,NA-43,Saidgha Jan,Independent
Tribal Area,Tribal Area-4,NA-43,Shahzeb,Independent
Tribal Area,Tribal Area-4,NA-43,Shakil Afridi,Independent
Tribal Area,Tribal Area-4,NA-43,Shermat Khan,Independent
Tribal Area,Tribal Area-4,NA-43,Abdur Raziq Shanwari,Independent
Tribal Area,Tribal Area-4,NA-43,Abdul Nawaz,Independent
Tribal Area,Tribal Area-4,NA-43,Shahzeb,Independent
Tribal Area,Tribal Area-4,NA-43,Attiq Ullah,Jamiat Ulama-e-Islam
Tribal Area,Tribal Area-4,NA-43,Mohib UHah,Independent
Tribal Area,Tribal Area-4,NA-43,Muhammad ljaz,MuTTHIDA MAJLIS? E-Amal
Tribal Area,Tribal Area-4,NA-43,Nawabzada Muhammtt Shah,Independent
Tribal Area,Tribal Area-4,NA-43,Noor-ul-Haq Ahad?,Pakistan Tehreek-e-lnsaf
Tribal Area,Tribal Area-5,NA-44,Anwar Klan,Independent
Tribal Area,Tribal Area-5,NA-44,Bilawal Afridi,Independent
Tribal Area,Tribal Area-5,NA-44,Jassam Khan,Independent
Tribal Area,Tribal Area-5,NA-44,Jehangi Khan,Independent
Tribal Area,Tribal Area-5,NA-44,Hazrat Wali,Independent
Tribal Area,Tribal Area-5,NA-44,Hameedullah Jan Afridi,Independent
Tribal Area,Tribal Area-5,NA-44,Khan Wali,Independent
Tribal Area,Tribal Area-5,NA-44,DiIshad Ullah,Independent
Tribal Area,Tribal Area-5,NA-44,Roman Khan,Independent
Tribal Area,Tribal Area-5,NA-44,ZahidUllah,Independent
Tribal Area,Tribal Area-5,NA-44,Saeed Ullah,Independent
Tribal Area,Tribal Area-5,NA-44,Sohail Ahmad,Pakistan Peoples Party Parlimentarian
Tribal Area,Tribal Area-5,NA-44,Haaat Wali,Independent
Tribal Area,Tribal Area-5,NA-44,Said Karam Shah Afridi,Independent
Tribal Area,Tribal Area-5,NA-44,Said Muhammad,Independent
Tribal Area,Tribal Area-5,NA-44,Said Nawab,Independent
Tribal Area,Tribal Area-5,NA-44,Shah Faisal Afridi,Independent
Tribal Area,Tribal Area-5,NA-44,Shams uddin,Independent
Tribal Area,Tribal Area-5,NA-44,Sohbat Khan,Independent
Tribal Area,Tribal Area-5,NA-44,Arat Khan,Independent
Tribal Area,Tribal Area-5,NA-44,Abdul Qayyum Khan,Independent
Tribal Area,Tribal Area-5,NA-44,Ajab Khan,Independent
Tribal Area,Tribal Area-5,NA-44,Adnan Nasir,Independent
Tribal Area,Tribal Area-5,NA-44,Izatunah,Jamiat Ulama-e-Islam
Tribal Area,Tribal Area-5,NA-44,Attah ullah Khan,Pakistan Awami Inqilabi League
Tribal Area,Tribal Area-5,NA-44,Imran Khan,Awami National Party
Tribal Area,Tribal Area-6,NA-45,Akhunzada Abdul Wali Khan,Independent
Tribal Area,Tribal Area-6,NA-45,Akhunzada Muhammad Akram Khan,Independent
Tribal Area,Tribal Area-6,NA-45,Aman Ullah Jan,Independent
Tribal Area,Tribal Area-6,NA-45,Badi Zaman,Independent
Tribal Area,Tribal Area-6,NA-45,Jamal Dar,Independent
Tribal Area,Tribal Area-6,NA-45,Habib Malik,Mutahidda Qabial Party
Tribal Area,Tribal Area-6,NA-45,Hazrat Nabi,Independent
Tribal Area,Tribal Area-6,NA-45,Hukam Saved,Independent
Tribal Area,Tribal Area-6,NA-45,Hazrat Nabi,Independent
Tribal Area,Tribal Area-6,NA-45,Hikmat Khan,Independent
Tribal Area,Tribal Area-6,NA-45,Khyal Marjan,Independent
Tribal Area,Tribal Area-6,NA-45,Said Jamal,Pakistan Tehreek-e-lnsaf
Tribal Area,Tribal Area-6,NA-45,Arif Hussain,Pakistan Peoples Party Parlimentarian
Tribal Area ,Tribal Area - VI,NA-45,abdur Rashid khan,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Abdul Qadir ,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Abdul karm abid,Pakistan muslim league (N)
Tribal Area ,Tribal Area - VI,NA-45,Abdul wahid,Pakistan muslim league (Z)
Tribal Area ,Tribal Area - VI,NA-45,abdul wali khan,Independent 
Tribal Area ,Tribal Area - VI,NA-45,adnan sattar,Independent 
Tribal Area ,Tribal Area - VI,NA-45,irfan Ullah,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Asmat ullah jan,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Asmat ullah jan bangash,Tahreek jawanan pakistan
Tribal Area ,Tribal Area - VI,NA-45,farooq ahmed ,Awami national party
Tribal Area ,Tribal Area - VI,NA-45,fakhar zaman ,Independent 
Tribal Area ,Tribal Area - VI,NA-45,fazal khaliq,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Gul faraz,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Gulab kahn,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Muhammad shahzad,Independent 
Tribal Area ,Tribal Area - VI,NA-45,muhammad tofail shaheen,Independent 
Tribal Area ,Tribal Area - VI,NA-45,muhammad kabir,Independent 
Tribal Area ,Tribal Area - VI,NA-45,muhammad luqman,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Muhammad Nasir khan,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Malak Rashid Ahmed Khan,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Malak noor  akbar,Independent 
Tribal Area ,Tribal Area - VI,NA-45,munir khan orakzai,MUTAHIDA MAJLIS-E_AMAL party
Tribal Area ,Tribal Area - VI,NA-45,noor akbar,pakistan Rah-e-Haq party
Tribal Area ,Tribal Area - VI,NA-45,noor muhammad ,Independent 
Tribal Area ,Tribal Area - VI,NA-45,naveed ahmed khan,Independent 
Tribal Area ,Tribal Area - VI,NA-45,Niyaz badshah,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Ibrar hussain,Independent 
Tribal Area ,Tribal Area - VII,NA-46,jamil hussain,Independent 
Tribal Area ,Tribal Area - VII,NA-46,jamil hussain,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Hashmat hussain,Independent 
Tribal Area ,Tribal Area - VII,NA-46,zahid hussain tooric,Independent 
Tribal Area ,Tribal Area - VII,NA-46,sajid hussain turi,pakistan peoples party parliamentarians
Tribal Area ,Tribal Area - VII,NA-46,syed irshad hussain ,Independent 
Tribal Area ,Tribal Area - VII,NA-46,syed iqbal mian ,Pakistan Tahreek-e-insaf
Tribal Area ,Tribal Area - VII,NA-46,syed munir syed,Independent 
Tribal Area ,Tribal Area - VII,NA-46,shabir hussain,Majlis-e-wahdat-e-muslimeen pakistan
Tribal Area ,Tribal Area - VII,NA-46,sher hussain,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Amir abbas,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Abdul ghafar,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Ali begum khan,Independent 
Tribal Area ,Tribal Area - VII,NA-46,inayat hussain ,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Inayat ali ,Independent 
Tribal Area ,Tribal Area - VII,NA-46,fazal rabi,pakistan Rah-e-Haq party
Tribal Area ,Tribal Area - VII,NA-46,muhamad hussain turi,Independent 
Tribal Area ,Tribal Area - VII,NA-46,muhammad shahzad,Independent 
Tribal Area ,Tribal Area - VII,NA-46,muhammad naseeb,Independent 
Tribal Area ,Tribal Area - VII,NA-46,mahmood ali jaan ,Independent 
Tribal Area ,Tribal Area - VII,NA-46,Mushtaq ali,Independent 
Tribal Area ,Tribal Area - VII,NA-46,mumtaz hussain,Independent 
Tribal Area ,Tribal Area - VII,NA-46,mansab ali,Independent 
Tribal Area ,Tribal Area - VII,NA-46,waqar ahmed,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,Akhtar gul,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,iqbal hussain,pakistan peoples party parliamentarians
Tribal Area ,Tribal Area - VIII,NA-47,aurangzaib khan,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,jawad hussain,Pakistan Tahreek-e-insaf
Tribal Area ,Tribal Area - VIII,NA-47,johar abbas,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,habib noor,Mutahidda Qabil party
Tribal Area ,Tribal Area - VIII,NA-47,khadim hussain,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,raj muhamd ,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,raizwan ullah,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,rafu ullah,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,speen gul,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,shorab khan,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,Syed anees ul hassan,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,Muhammad ayaz,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,malik khalid naeem,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,malik syed noor akbar,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,malik gul karim khan,Independent 
Tribal Area ,Tribal Area - VIII,NA-47,noor shaheed khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,Ashraf ullah,Independent 
Tribal Area ,Tribal Area - IX,NA-48,akbar ali khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,Aruranzeb,Independent 
Tribal Area ,Tribal Area - IX,NA-48,Aruranzeb khan,Pakistan Tehreek-e-Insaaf
Tribal Area ,Tribal Area - IX,NA-48,Pir muhammad aqal shah,Independent 
Tribal Area ,Tribal Area - IX,NA-48,javed iqbal,Independent 
Tribal Area ,Tribal Area - IX,NA-48,javed khan,Tahreek jawanan pakistan
Tribal Area ,Tribal Area - IX,NA-48,jahanzeb khan,Qaumi walan party
Tribal Area ,Tribal Area - IX,NA-48,hanif ulah,Independent 
Tribal Area ,Tribal Area - IX,NA-48,daud khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,rahman gul akhnzadah,Independent 
Tribal Area ,Tribal Area - IX,NA-48,shaer ullah khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,sheer bahadur khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,sher wali khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,safi ullah,PKMAP
Tribal Area ,Tribal Area - IX,NA-48,zia ur rahman,Independent 
Tribal Area ,Tribal Area - IX,NA-48,qismat khan wazir,JUIP (S)
Tribal Area ,Tribal Area - IX,NA-48,Gula dar khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,mohsin javed ,Independent 
Tribal Area ,Tribal Area - IX,NA-48,muhammad iqbal khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,muhamad din ,Independent 
Tribal Area ,Tribal Area - IX,NA-48,muhammad rasool,Independent 
Tribal Area ,Tribal Area - IX,NA-48,muhammad umer akhbar khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,muhammad kamran khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,muhammad nazeer khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,Muhammad niaz khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,misbah uddin,Muttahida Majlis-e-Amal Pakistan
Tribal Area ,Tribal Area - IX,NA-48,malik ghulam khan,Pakistan Peoples Party Parlimentarians
Tribal Area ,Tribal Area - IX,NA-48,malik farid ullah khan wazir,Independent 
Tribal Area ,Tribal Area - IX,NA-48,maulana said nek zaman haqani,Independent 
Tribal Area ,Tribal Area - IX,NA-48,noor behram,Independent 
Tribal Area ,Tribal Area - IX,NA-48,nek amal khan,Pakistan Muslim League(N)
Tribal Area ,Tribal Area - IX,NA-48,nek muhammad khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,humayun khan S/O guladar khan,Independent 
Tribal Area ,Tribal Area - IX,NA-48,hamayun khan S/O mir jalil khan,Independent 
Tribal Area ,Tribal Area - X,NA-49,Ahmed hussain,Independent 
Tribal Area ,Tribal Area - X,NA-49,Afsar khan,Independent 
Tribal Area ,Tribal Area - X,NA-49,jamal shah,Pashtoonkhawa malli awami party
Tribal Area ,Tribal Area - X,NA-49,jahangir khan,Awami national party
Tribal Area ,Tribal Area - X,NA-49,dilawar khan,Pakistan Muslim League(N)
Tribal Area ,Tribal Area - X,NA-49,dibar khan,Independent 
Tribal Area ,Tribal Area - X,NA-49,dost muhammad khan,Pakistan Tehreek-e-Insaaf
Tribal Area ,Tribal Area - X,NA-49,sami ullah jan,Independent 
Tribal Area ,Tribal Area - X,NA-49,syed muhammad zahoor shah,Independent 
Tribal Area ,Tribal Area - X,NA-49,sher pao,Independent 
Tribal Area ,Tribal Area - X,NA-49,sadam hussain,Independent 
Tribal Area ,Tribal Area - X,NA-49,zahir shah,Independent 
Tribal Area ,Tribal Area - X,NA-49,zahoor khan,Independent 
Tribal Area ,Tribal Area - X,NA-49,Abdul hameed,Independent 
Tribal Area ,Tribal Area - X,NA-49,abdur rahim khan burki,Independent 
Tribal Area ,Tribal Area - X,NA-49,abdul qudus khan,Independent 
Tribal Area ,Tribal Area - X,NA-49,abdullah,Independent 
Tribal Area ,Tribal Area - X,NA-49,abdul majeed,Independent 
Tribal Area ,Tribal Area - X,NA-49,atta mir khan,Quami wata party
Tribal Area ,Tribal Area - X,NA-49,qayum sher,Independent 
Tribal Area ,Tribal Area - X,NA-49,muhammad iqbal khan,Independent 
Tribal Area ,Tribal Area - X,NA-49,muhammad jamal ud din,MUTTHIDA MAJLIS-E-AMAL pakistan
Tribal Area ,Tribal Area - X,NA-49,nawab naik badshah mahsud,Independent 
Tribal Area ,Tribal Area - X,NA-49,noor hassan,Independent 
Tribal Area ,Tribal Area - X,NA-49,waheed kahn,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Allah Dad Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Aman ullah Jan ,pakistan peoples party parliamentarians
Tribal Area ,Tribal Area - XI,NA-50,Anwar Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Anwar Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Taj Muhammad,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Sana Ullah Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Javid Iqbal,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Jumma Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Hafiz Ul Amin,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Zarwali Khan,Jamiat Ulama-E-Islam Pakistan (S)
Tribal Area ,Tribal Area - XI,NA-50,Syed Tariq Gailani,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Abdul Khaliq Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Abdul Rasheed,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Abdullah,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Ajab Gul,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Ghalib Khan,Pakistan Muslim League (N)
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Ayaz Khan,Awami National Party
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Asghar Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Ilyas ,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Rehman,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Ali,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Gulab,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Noor,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Muhammad Alam,MUTTHIDA MAJLIS-E-AMAL pakistan
Tribal Area ,Tribal Area - XI,NA-50,Naseer Ullah Khan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Noor Hassan,Independent 
Tribal Area ,Tribal Area - XI,NA-50,nek Muhammad ,Independent 
Tribal Area ,Tribal Area - XI,NA-50,Nek Muhammad,Independent 
Tribal Area ,Tribal Area - XII,NA-51,Ishfaq Khan Bettani,Independent 
Tribal Area ,Tribal Area - XII,NA-51,Ikram Ullah,pakistan peoples party parliamentarians
Tribal Area ,Tribal Area - XII,NA-51,Aimal Khan,Independent 
Tribal Area ,Tribal Area - XII,NA-51,Baz Gul,Independent 
Tribal Area ,Tribal Area - XII,NA-51,Juma Khan,Independent 
